StoreId,CompleteStoreName,FoodType,AverageRating,Reviewers,City,HasReviews,RatingForAnalysis
q3hi,Nanbantei of Tokyo - Alabang,Japanese,5.0,267,Muntinlupa City,True,5.0
q3hv,Ka Tunying’s - Visayas Ave,Filipino,5.0,1772,Quezon City,True,5.0
q3ib,CargoFish - Taguig,Seafood,5.0,993,Taguig City,True,5.0
q3ie,Tittos Latin BBQ & Brew - Kapitolyo,Western,2.0,273,Pasig City,True,2.0
q3ik,Brothers Burger - High Street,Burgers,5.0,1545,Taguig City,True,5.0
q3iz,S&R New York Style Pizza - Shaw Warehouse,Pizza,4.9,7013,Mandaluyong City,True,4.9
q3jj,Burger King - Ortigas Roosevelt San Juan,Burgers,5.0,7434,San Juan,True,5.0
q3jk,Soul Kitchen Co. - Torres St.,Healthy,5.0,2611,Davao City Davao Del Sur,True,5.0
q3jo,ATM House of Noodles - NGI,Filipino,5.0,1331,Marikina,True,5.0
q3jr,Wild West Roadhouse Grill - Bonifacio High Street,American,5.0,682,Taguig City,True,5.0
q3lq,Prominent - D.Tuazon,Coffee,4.9,188,Quezon City,True,4.9
q3lr,Claudette's I Love Cakes - Easton Place,Cakes,5.0,1059,Quezon City,True,5.0
q3mv,Gong cha - SM Seaside,Milk Tea,5.0,1492,Cebu City,True,5.0
q3ng,S&R New York Style Pizza - Ayala 6789,Pizza,5.0,7501,Makati City,True,5.0
q3nr,Señor Pollo - Legaspi,Chicken,5.0,1690,Makati City,True,5.0
q3nx,Shakey's Pizza - IT Park,Pizza,5.0,1456,Cebu City,True,5.0
q3om,Happy Lemon - Festival,Milk Tea,5.0,1212,Muntinlupa City,True,5.0
q3op,RACKS - Robinsons Manila,American,5.0,2062,Manila,True,5.0
q3pd,Ella's Bakeshop - Tolentino St.,Desserts,5.0,579,Pasay City,True,5.0
q3pe,Gerry's Grill - SM Lanang,Filipino,5.0,425,Davao City Davao Del Sur,True,5.0
q3qe,M bakery - One Bonifacio High,Cakes,5.0,1159,Taguig City,True,5.0
q3qm,Greenwich - SM East Ortigas,Pizza,5.0,3623,Pasig City,True,5.0
q3qu,8CUTS - Serendra,Burgers,5.0,3468,Taguig City,True,5.0
q3rc,The Wholesome Table - Salcedo,Filipino,4.9,706,Makati City,True,4.9
q3rj,Empanada Nation - Taguig,Filipino,5.0,2303,Taguig City,True,5.0
q3su,Feta Mediterranean - Intrawest Center,Middle Eastern,5.0,277,San Juan,True,5.0
q3tk,Chocolat Cakes - Loyola Heights,Cakes,5.0,2928,Quezon City,True,5.0
q3tt,French Baker - Lucky Chinatown Mall,Bread,5.0,203,Manila,True,5.0
q3ve,Cupcakes by Sonja - Megamall,Cakes,5.0,371,Mandaluyong City,True,5.0
q3vj,Pondok Rasa - Palanan,Rice Dishes,5.0,3938,Makati City,True,5.0
q3vj,Pondok Rasa - Urban Avenue,Rice Dishes,5.0,3917,Makati City,True,5.0
q3wc,Ooma - Rockwell,Japanese,4.9,799,Makati City,True,4.9
q3wi,Bacolod-Chk-n-BBQ House - SM MOA,Chicken,4.8,51,Pasay City,True,4.8
q3xk,Sbarro - SM MOA North,Pizza,5.0,586,Pasay City,True,5.0
q3xl,Y Cafe - Don Chua Lamko Bldg.,Western,2.5,94,Makati City,True,2.5
q3xy,Coffee Project - Wiltower,Coffee,5.0,202,Quezon City,True,5.0
q3yj,Agave Mexican Cantina - Circuit,Snacks,4.9,53,Makati City,True,4.9
q3yk,Big Guys! Pizza 36 inches - A.H. Lacson Street,Pizza,5.0,118,Manila,True,5.0
q3za,Crazy Wings - Maginhawa,American,5.0,1615,Quezon City,True,5.0
q3zc,Burger King - E. Rodriguez Ave Q.C,Burgers,5.0,10949,Quezon City,True,5.0
q3zd,Brothers Burger - Trinoma,Burgers,5.0,478,Quezon City,True,5.0
q3zg,Shrimp Bucket - Trinoma,Seafood,5.0,83,Quezon City,True,5.0
q3zs,Shrimp Bucket - Taguig,Seafood,4.9,272,Taguig City,True,4.9
q41n,Vista Hotel & Restaurant - CM Recto,Filipino,5.0,86,Manila,True,5.0
q444,Don Benito's - Boni B,Cakes,5.0,150,Mandaluyong City,True,5.0
q466,Ilongga Bacolod Chicken Inasal House - Ramos,Coffee,5.0,77,Cebu City,True,5.0
q49l,Dencio's - Banawe,Filipino,0.0,0,Quezon City,False,
q4ac,RACKS - Greenhills,American,5.0,1255,San Juan,True,5.0
q4ar,Nanbantei of Tokyo - BGC,Japanese,4.9,782,Taguig City,True,4.9
q4bk,8CUTS - Alabang Town Center,Burgers,5.0,1821,Muntinlupa City,True,5.0
q4bn,Majestea - UM Matina,Milk Tea,5.0,1176,Davao City Davao Del Sur,True,5.0
q4bu,French Baker - South Supermarket Alabang,Bread,5.0,101,Muntinlupa City,True,5.0
q4bx,Dahon - Dahan Salad Bowls,Healthy,5.0,155,Quezon City,True,5.0
q4ch,S&R New York Style Pizza - Aseana Warehouse,Pizza,5.0,3440,Pasay City,True,5.0
q4ck,Sy Bee Tin - Tionko,Korean,4.9,563,Davao City Davao Del Sur,True,4.9
q4cl,Conlu Bread and Pastry Shop - Bangkal,Cakes,5.0,2243,Davao City Davao Del Sur,True,5.0
q4dg,The Sandwich Guy - Robinsons Summit,Sandwiches,5.0,1961,Makati City,True,5.0
q4eb,Army Navy - McKinley,Burgers,5.0,4080,Taguig City,True,5.0
q4ed,Max's Restaurant - BGC Stop Over,Chicken,5.0,1514,Taguig City,True,5.0
q4ee,Chowking - Waltermart Don Bosco,Fast Food,4.9,7139,Makati City,True,4.9
q4em,McDonald's - EDSA Boni,Fast Food,5.0,15667,Mandaluyong City,True,5.0
q4g2,Poke Bowls - Streetscape,Healthy,5.0,80,Cebu City,True,5.0
q4gg,Tori Box - Banawe,Japanese,5.0,1964,Quezon City,True,5.0
q4gm,McDonald's - JP Rizal Marikina,Fast Food,5.0,20081,Marikina,True,5.0
q4hc,Ramen Cool Japanese Restaurant - Pasig,Japanese,5.0,1249,Pasig City,True,5.0
q4hf,Jiang Nan Hotpot - Paseo,Chinese,4.4,40,Makati City,True,4.4
q4hv,Plato Wraps - SM Megamall,Wraps,5.0,145,Mandaluyong City,True,5.0
q4iu,Cinnabon - SM North Edsa,Bread,5.0,731,Quezon City,True,5.0
q4js,Army Navy - Greenhills,Burgers,5.0,1727,San Juan,True,5.0
q4kb,Gerry's Grill - Circuit Makati,Filipino,4.9,567,Makati City,True,4.9
q4kn,Propaganda Vietnamese Bistro - Greenbelt,Asian,4.6,77,Makati City,True,4.6
q4kw,Shawarma Sham - Manila,Shawarma,4.7,5025,Manila,True,4.7
q4lb,Sbarro - SM Megamall - Building A,Pizza,4.9,1137,Mandaluyong City,True,4.9
q4lo,Poison Coffee & Doughnuts - Karrivin Plaza,Donut,5.0,201,Makati City,True,5.0
q4lt,Doy's Homemade Delicacies - SM Ecoland (formerly Jaltan),Filipino,5.0,801,Davao City Davao Del Sur,True,5.0
q4lu,Barcino - Ortigas,Pasta,5.0,110,Pasig City,True,5.0
q4mg,Shakey's Pizza - Bayani Road,Pizza,5.0,1973,Taguig City,True,5.0
q4mi,Rackshack - Circuit Makati,American,5.0,912,Makati City,True,5.0
q4mj,JiPan - Estancia,Sandwiches,5.0,976,Pasig City,True,5.0
q4mt,Cinnabon - SM Aura,Bread,5.0,1128,Taguig City,True,5.0
q4my,The Little Joy Bakery - Serendra,Cakes,5.0,3145,Taguig City,True,5.0
q4ni,Chili's - Greenhills,American,4.9,1084,San Juan,True,4.9
q4od,Army Navy - Valero,Burgers,5.0,2152,Makati City,True,5.0
q4om,Chowking - Grand Mall Basak,Fast Food,5.0,7965,Lapu-Lapu City Cebu,True,5.0
q4ox,Laobeijing 老北京 - San Juan,Chinese,5.0,337,San Juan,True,5.0
q4pm,Lido Cocina Tsina - Mindanao Ave.,Chinese,5.0,1082,Quezon City,True,5.0
q4ps,99 Ramen - JY Square Mall,Japanese,5.0,1835,Cebu City,True,5.0
q4qg,Lowcal Salad + Wraps - Cybergate,Salads,5.0,1815,Cebu City,True,5.0
q4rg,Santiago Filipino Restaurant - Katipunan Avenue,Filipino,4.9,135,Quezon City,True,4.9
q4rn,French Baker - Makati Supermarket Alabang,Bread,5.0,47,Muntinlupa City,True,5.0
q4rx,Nitro 7 Coffee & Tea Bar - Robinsons Magnolia,Coffee,5.0,431,Quezon City,True,5.0
q4sa,Super Bowl of China Party Trays (Pre-Order) - Malate,Chinese,4.5,19,Manila,True,4.5
q4sq,Restoran Garuda - Salcedo,Rice Dishes,5.0,1661,Makati City,True,5.0
q4ta,The Porch by Casa Verde - Sikatuna Village,Rice Dishes,5.0,513,Quezon City,True,5.0
q4tb,Chocolat Cakes - Malate,Cakes,5.0,2538,Manila,True,5.0
q4uf,Laboratoire Cafe - Davao,Coffee,5.0,81,Davao City Davao Del Sur,True,5.0
q4um,Jollibee - Marikina Bayan,Fast Food,5.0,4801,Marikina,True,5.0
q4un,Burger King - Robinsons Ermita,Burgers,5.0,6235,Manila,True,5.0
q4vx,K Steaks Unlimited - Matina,Western,5.0,520,Davao City Davao Del Sur,True,5.0
q4vz,Yellow Cab - Pritil,Pizza,5.0,1069,Manila,True,5.0
q4wa,Bonchon Chicken - One Ecom,Fried Chicken,4.9,1674,Pasay City,True,4.9
q4wl,BO's Coffee - Three World Square,Coffee,5.0,5745,Taguig City,True,5.0
q4xw,Banh Mi Kitchen - Greenhills Mall Shoppeville,Asian,5.0,633,San Juan,True,5.0
q4xz,Burger King - BGC Mckinley Park Residences,Burgers,5.0,11887,Taguig City,True,5.0
q4yq,Ossu - Robinsons Magnolia,Japanese,4.3,349,Quezon City,True,4.3
q4yr,The Moroccan Lady’s Authentic Tagines,Unknown,5.0,721,Makati City,True,5.0
q4yu,Hanako - The Rock,Japanese,5.0,601,Quezon City,True,5.0
q4yv,Authentic Chinese Cuisine - Marikina,Chinese,4.9,786,Marikina,True,4.9
q574,My Thai Kitchen - Ayala Malls Feliz,Chicken,4.9,46,Pasig City,True,4.9
q58x,Takashi Japanese Cuisine - Pioneer Street,Japanese,0.0,0,Pasig City,False,
q5aa,Ineng's Special BBQ - La Vista,Filipino,5.0,579,Quezon City,True,5.0
q5as,Teriyaki Boy - Cash and Carry,Japanese,5.0,798,Makati City,True,5.0
q5ax,Auntie Anne's - Pasig,Bread,5.0,736,Pasig City,True,5.0
q5bc,Aboy's Fresh Lumpia - Shopwise Commonwealth,Filipino,5.0,361,Quezon City,True,5.0
q5bh,Red Ribbon - Waltermart Pasong Tamo,Cakes,5.0,2539,Makati City,True,5.0
q5cl,The Snack Shack - Sikatuna Village,Burgers,5.0,152,Quezon City,True,5.0
q5dv,Chili's - Robinsons QC,American,5.0,350,Quezon City,True,5.0
q5dy,French Baker - SM Seaside Cebu,Bread,5.0,189,Cebu City,True,5.0
q5ei,Chili's - Greenbelt 5,American,5.0,2254,Makati City,True,5.0
q5fu,SaladStop! - Mall of Asia (MOA),Salads,5.0,1907,Pasay City,True,5.0
q5gg,French Baker - Pioneer,Bread,5.0,628,Pasig City,True,5.0
q5gv,GoodAh - Granada,Filipino,5.0,2247,Quezon City,True,5.0
q5hn,BO's Coffee - IT Park,Coffee,5.0,4545,Cebu City,True,5.0
q5hs,Plato Wraps - Medical City,Wraps,4.9,20,Pasig City,True,4.9
q5ju,Cinnabon - Estancia Mall,Bread,5.0,615,Pasig City,True,5.0
q5lh,RACKS - MOA,American,5.0,273,Pasay City,True,5.0
q5m8,LING CHAN RESTAURANT - PANORAMA STREET,Chinese,4.7,10,Marikina,True,4.7
q5ml,Super Bowl of China - SM Mall of Asia,Chinese,5.0,455,Pasay City,True,5.0
q5na,Jiang Nan Hotpot - MOA,Chinese,4.6,7,Pasay City,True,4.6
q5nk,Auntie Anne's - MOA,Bread,5.0,374,Pasay City,True,5.0
q5ns,McDonald's - Concepcion Marikina,Fast Food,4.9,30396,Marikina,True,4.9
q5nx,Ojisan Yakitori Bar - Congressional,Japanese,4.9,1097,Quezon City,True,4.9
q5oi,Tako Depot Takoyaki - Ayala Malls Feliz,Takoyaki,4.9,228,Quezon City,True,4.9
q5ou,SaladStop! - Alabang Town Center (ATC),Salads,5.0,3305,Muntinlupa City,True,5.0
q5oy,NatuReal Juice - Gaisano Mall,Filipino,5.0,133,Davao City Davao Del Sur,True,5.0
q5pv,Empanada Nation - San Lorenzo Place,Filipino,5.0,807,Makati City,True,5.0
q5px,Greenwich - Valencia Reloc,Pizza,5.0,2680,Valencia Bukidnon,True,5.0
q5py,RACKS - SM Seaside,American,4.9,434,Cebu City,True,4.9
q5pz,Fat Fook Kitchen - Glorietta,Healthy,5.0,155,Makati City,True,5.0
q5qb,Pino Restaurant and Pipino Veg - Teachers Village,Snacks,5.0,685,Quezon City,True,5.0
q5qf,My Thai Kitchen - Festival 1,Chicken,4.8,292,Muntinlupa City,True,4.8
q5qs,Beyond The Flavors - Banawe Street,Ice Cream,5.0,760,Quezon City,True,5.0
q5ra,French Baker - SM Lanang Fountain,Bread,5.0,329,Davao City Davao Del Sur,True,5.0
q5rm,Barcino - Rockwell,Pasta,4.9,217,Makati City,True,4.9
q5rp,Sunburst Fried Chicken - Davao,Filipino,5.0,975,Davao City Davao Del Sur,True,5.0
q5sb,Ramen Nagi - Signa,Lechon,4.9,354,Makati City,True,4.9
q5sq,RACKS - Megamall,American,4.9,2297,Mandaluyong City,True,4.9
q5sv,Coffee Project - Vista Heights Legarda,Coffee,4.9,294,Manila,True,4.9
q5sy,Fat Fook Taiwanese Kitchen - SM North Edsa,Healthy,4.8,155,Quezon City,True,4.8
q5tf,Mazendo x Chatime - Frabelle Corporate Plaza,Milk Tea,4.9,917,Makati City,True,4.9
q5u9,FEI FEI by Choi Garden - Uptown Mall,Chinese,0.0,0,Taguig City,False,
q5uf,Beiruti Bite Express - Taguig,Shawarma,5.0,4988,Taguig City,True,5.0
q5uj,Ineng's Special BBQ - Pasig,Filipino,4.9,170,Pasig City,True,4.9
q5uk,Kuya J Restaurant - Grace Mall,Filipino,4.9,1691,Taguig City,True,4.9
q5ur,Super Panda Modern Chinese Canteen - N. Domingo,Seafood,5.0,2354,San Juan,True,5.0
q5va,Menya Noodle and Bento Bar - Greenhills Promenade,Ramen,5.0,703,Mandaluyong City,True,5.0
q5vd,Army Navy - Ayala Center Cebu,Burgers,5.0,2596,Cebu City,True,5.0
q5vo,Infinitea - Mayon,Milk Tea,5.0,2192,Davao City Davao Del Sur,True,5.0
q5vq,Bonchon - SM City Cebu,Chicken,5.0,2282,Cebu City,True,5.0
q5wb,Sbarro - SM City San Lazaro,Pizza,5.0,1142,Manila,True,5.0
q5xq,Gerry's Grill - SM City Sta. Mesa,Filipino,5.0,813,Quezon City,True,5.0
q5yb,Frankie's New York Buffalo Wings - SM North EDSA,Chicken Wings,5.0,3502,Quezon City,True,5.0
q5ye,Takamura Sushi & Ramen - Concepcion Avenue,Sushi,4.9,909,Pasig City,True,4.9
q5yo,Kebab & Curry - Jupiter,Indian,4.8,84,Makati City,True,4.8
q5yu,Pho Hoa - Netpark,Noodles,5.0,2973,Taguig City,True,5.0
q5zo,Jollibee - Cebu Lapu-lapu,Fast Food,5.0,11371,Lapu-Lapu City Cebu,True,5.0
q65w,T.F.F - Tarsier Fried Food - Binondo,Fast Food,4.9,386,Manila,True,4.9
q66h,Pizza Press - Enriquez Street,Pizza,0.0,0,Makati City,False,
q67x,NoKal - Makati,Burgers,0.0,0,Makati City,False,
q6aq,Hanamaruken Ramen - Trinoma,Japanese,5.0,587,Quezon City,True,5.0
q6bb,Big Guys! Pizza 36 Inches - Quirino Highway,Pizza,5.0,117,Quezon City,True,5.0
q6bo,BO's Coffee - Glorietta 5,Coffee,5.0,2593,Makati City,True,5.0
q6bq,Beyond The Flavors - Vertex One,Ice Cream,5.0,257,Manila,True,5.0
q6br,Yellow Cab - Portal,Pizza,5.0,2324,Mandaluyong City,True,5.0
q6bw,O' Banh Mi - Ayala 30th,Snacks,5.0,110,Pasig City,True,5.0
q6cd,Abuelo's - Damosa,Filipino,4.9,1262,Davao City Davao Del Sur,True,4.9
q6cl,Din Tai Fung - Greenbelt,Asian,5.0,3773,Makati City,True,5.0
q6cz,Auntie Anne's - Greenhills,Bread,5.0,567,San Juan,True,5.0
q6di,Auntie Anne's - SM Marikina Mall,Bread,5.0,571,Marikina,True,5.0
q6do,BO's Coffee - SM Davao,Coffee,5.0,2133,Davao City Davao Del Sur,True,5.0
q6dt,Tenya Tempura Tendon - SM Southmall,Japanese,5.0,737,Muntinlupa City,True,5.0
q6eh,Pepper Tree Foods - The Pop Up,Indian,5.0,511,Quezon City,True,5.0
q6eu,Mexicali - SM Megamall,Wraps,5.0,684,Mandaluyong City,True,5.0
q6fk,McDonald's - Davao Bajada,Fast Food,5.0,21541,Davao City Davao Del Sur,True,5.0
q6fr,Taters - Century City Mall,Snacks,5.0,1345,Makati City,True,5.0
q6gm,Tebaski - Malapantao Street,Chicken Wings,4.9,1084,Mandaluyong City,True,4.9
q6hf,Coffee Project - Shaw515,Coffee,4.6,582,Mandaluyong City,True,4.6
q6hg,Sbarro - Market! Market!,Pizza,5.0,537,Taguig City,True,5.0
q6hj,Coldlayers Cafe - Fishermall,Filipino,5.0,510,Quezon City,True,5.0
q6hs,Greenwich - Fairview Terraces,Pizza,5.0,1735,Quezon City,True,5.0
q6iq,Burger King - Marcos Highway,Burgers,5.0,9153,Marikina,True,5.0
q6kb,Rekado Filipino Comfort Cuisine - Jacinto Extension,Filipino,4.9,530,Davao City Davao Del Sur,True,4.9
q6kc,Happy Garden Cafe - Makati,Rice Bowl,4.9,351,Makati City,True,4.9
q6kf,Max's Restaurant - Intramuros,Chicken,5.0,211,Manila,True,5.0
q6lf,S&R New York Style Pizza - Lucky Chinatown Mall,Pizza,4.9,5200,Manila,True,4.9
q6ls,Cafe Sanso - V Cruz,Seafood,4.9,328,San Juan,True,4.9
q6me,Wing Zone - Feliz,Chicken,5.0,703,Marikina,True,5.0
q6nc,Cafe Aquatica - Binondo,American,4.6,71,Manila,True,4.6
q6ns,Max's Restaurant - Malolos Kapitolyo,Chicken,5.0,458,Malolos Bulacan,True,5.0
q6op,Lydia's Lechon - Baclaran,Filipino,4.9,574,Pasay City,True,4.9
q6p9,Basta Pasta - Manila,Pasta,4.9,578,Manila,True,4.9
q6pf,Tori Yamu - SM Lanang,Japanese,5.0,965,Davao City Davao Del Sur,True,5.0
q6ph,Kalye't Kusina Resto - J Abad Santos,Fried Chicken,5.0,652,Davao City Davao Del Sur,True,5.0
q6px,Boulangerie22 - Greenfield,Cakes,5.0,4221,Mandaluyong City,True,5.0
q6qp,Subway - Festival Mall,Sandwiches,5.0,582,Muntinlupa City,True,5.0
q6qr,Alibaba Shawarma - Mamay,Shawarma,5.0,2498,Davao City Davao Del Sur,True,5.0
q6sb,Via Milk Tea Cafe - Metlive Mall,Milk Tea,4.9,838,Pasay City,True,4.9
q6sh,Little Seed - Katipunan,Healthy,5.0,779,Quezon City,True,5.0
q6sp,Sally's Homemade Kakanin - Fisher Mall,Filipino,5.0,268,Quezon City,True,5.0
q6sw,Raging Bull Burgers - BGC,Burgers,5.0,3296,Taguig City,True,5.0
q6sy,Pancake House - Scout Tuazon,American,5.0,841,San Juan,True,5.0
q6ud,Greenwich - WM Plaridel,Pizza,5.0,1960,Malolos Bulacan,True,5.0
q6uf,Silla Korean Restaurant - Tomas Morato,Korean,5.0,471,Quezon City,True,5.0
q6vc,SOUV! by Cyma - Molito,Seafood,5.0,235,Muntinlupa City,True,5.0
q6vo,Tenya Tempura Tendon - Magallanes,Japanese,5.0,1206,Makati City,True,5.0
q6wg,BonChon - Starmall,Chicken,5.0,1118,Mandaluyong City,True,5.0
q6wi,BonChon - Robinsons Galleria,Chicken,5.0,1843,Pasig City,True,5.0
q6wz,K Steak Unlimited - Marfori,BBQ,4.9,526,Davao City Davao Del Sur,True,4.9
q6xa,Infuso Coffee Outlet - General Maxilom,Coffee,5.0,1299,Cebu City,True,5.0
q6xl,Doming's Ngohiong - Pacific Tourist Inn,Chinese,5.0,2371,Cebu City,True,5.0
q6xn,The Giving Cafe - Sheridan,Filipino,5.0,835,Mandaluyong City,True,5.0
q6yd,McDonald's - Quirino,Fast Food,5.0,18323,Manila,True,5.0
q6yo,Red Ribbon - Bayani Road,Cakes,5.0,1469,Taguig City,True,5.0
q6yp,Auntie Anne's - Venice Mall,Bread,5.0,726,Taguig City,True,5.0
q6yv,Cupcakes by Sonja - BGC,Cakes,5.0,590,Taguig City,True,5.0
q6yw,S&R New York Style Pizza - SM Manila,Pizza,5.0,5206,Manila,True,5.0
q6zv,Manam - Molito,Filipino,5.0,1131,Muntinlupa City,True,5.0
q78l,Iblend Coffee Tea - Ballecer Street,Beverages,0.0,0,Taguig City,False,
q7ab,Overdoughs - Century Mall,Bread,5.0,214,Makati City,True,5.0
q7aq,Beni's Falafel - Poblacion,Middle Eastern,5.0,2237,Makati City,True,5.0
q7bp,Greenwich - Market Market,Pizza,5.0,6659,Taguig City,True,5.0
q7bu,Sally's Homemade Kakanin -  Robinsons Galleria,Filipino,5.0,208,Pasig City,True,5.0
q7cf,Chowking - Annapolis Albany,Fast Food,5.0,2827,San Juan,True,5.0
q7ck,Taters - Alabang Town Center,Snacks,5.0,720,Muntinlupa City,True,5.0
q7cu,Alter Ego European-Asian Fusion Bistro,Bread,4.9,134,Quezon City,True,4.9
q7cx,Kopi lah Roti - Davao,Coffee,5.0,434,Davao City Davao Del Sur,True,5.0
q7dj,Bake Works - Rockwell,Desserts,4.9,60,Makati City,True,4.9
q7dk,RACKS - Trinoma,American,5.0,556,Quezon City,True,5.0
q7dr,Kuya J Restaurant - Waltermart Makati,Filipino,5.0,2311,Makati City,True,5.0
q7dx,Zark's Burgers - Glorietta,American,5.0,1145,Makati City,True,5.0
q7ff,BonChon - Ayala Center Cebu,Chicken,5.0,6357,Cebu City,True,5.0
q7g1,Kanoffee Coffee Bar - SM Lanang,Coffee,5.0,566,Davao City Davao Del Sur,True,5.0
q7gj,The Old Spaghetti House - Congressional,Pasta,5.0,378,Quezon City,True,5.0
q7hb,Chowking - Marina Mall Mepz 1,Fast Food,5.0,5094,Lapu-Lapu City Cebu,True,5.0
q7hv,Pizza Telefono - Jupiter,Pizza,5.0,1969,Makati City,True,5.0
q7im,Subway - UST,Sandwiches,5.0,5754,Manila,True,5.0
q7iy,Habib restobar - The Portal,Biryani,5.0,757,Mandaluyong City,True,5.0
q7jc,Nanbantei of Tokyo - Greenbelt 3,Japanese,5.0,742,Makati City,True,5.0
q7jg,Mix Lounge D' Brook Brothers - Guadalupe Nuevo,Filipino,4.9,957,Makati City,True,4.9
q7kf,Red Brickhouse - Plainview,Filipino,4.7,190,Mandaluyong City,True,4.7
q7kj,Yellow Cab - Alabang,Pizza,5.0,1516,Muntinlupa City,True,5.0
q7kr,The Sandwich Guy - Worldwide Shaw,Sandwiches,5.0,2584,Mandaluyong City,True,5.0
q7lb,Ooma - Molito,Japanese,5.0,598,Muntinlupa City,True,5.0
q7lq,Hocho Japanese Restaurant - Alphaland,Sushi,4.9,41,Makati City,True,4.9
q7me,Gerry's Grill - Binondo,Filipino,5.0,400,Manila,True,5.0
q7mm,St. Marc Cafe - SM Megamall,Coffee,4.9,112,Mandaluyong City,True,4.9
q7my,Annipie Bakeshop - Ecoland,Cakes,5.0,1897,Davao City Davao Del Sur,True,5.0
q7nn,The Beer Factory - Mandaluyong,Beverages,4.7,95,Mandaluyong City,True,4.7
q7nq,Auntie Anne's - Waltermart,Bread,5.0,1149,Makati City,True,5.0
q7od,Kraken Takoyaki - Uptown Mall,Takoyaki,5.0,760,Taguig City,True,5.0
q7og,Jollibee - Greenhills,Fast Food,5.0,3761,San Juan,True,5.0
q7on,Lido Cocina Tsina - E. Rodriguez,Chinese,5.0,1437,Quezon City,True,5.0
q7oo,TONI & SERGIO Gastro Italiano - Taguig,Pasta,5.0,284,Taguig City,True,5.0
q7ot,SaladStop! - Megamall,Salads,5.0,3565,Mandaluyong City,True,5.0
q7ou,Shakey's Pizza - Tejeron Ke,Pizza,4.9,2372,Manila,True,4.9
q7pr,Happy Lemon - SM City Davao,Milk Tea,5.0,1859,Davao City Davao Del Sur,True,5.0
q7pu,Barcino - UP Town Center,Pasta,4.6,69,Quezon City,True,4.6
q7pz,Cucina Severino - Bajada,Desserts,5.0,650,Davao City Davao Del Sur,True,5.0
q7qa,Overdoughs - Eastwood,Bread,5.0,146,Pasig City,True,5.0
q7qp,S&R New York Style Pizza - McKinley,Pizza,5.0,8424,Taguig City,True,5.0
q7qt,Barcino - Santolan,Pasta,4.8,258,San Juan,True,4.8
q7qy,The Little Joy Bakery - ATC,Cakes,5.0,872,Muntinlupa City,True,5.0
q7rc,Persiana - Ortigas Technopoint,Middle Eastern,5.0,722,Pasig City,True,5.0
q7ri,Manokhan Roasters - Agdao,Filipino,5.0,2430,Davao City Davao Del Sur,True,5.0
q7rp,Max's Restaurant - Commonwealth,Chicken,5.0,457,Quezon City,True,5.0
q7ru,Jollibee - Makati Avenue,Fast Food,5.0,20085,Makati City,True,5.0
q7sw,Dunkin' - Juan Luna,Coffee,5.0,530,Manila,True,5.0
q7tg,Sbarro - Metro Gaisano,Pizza,5.0,1110,Muntinlupa City,True,5.0
q7ui,Sugarhouse - Rockwell,Cakes,5.0,228,Makati City,True,5.0
q7uk,Yellow Cab - Muntinlupa,Pizza,4.9,550,Muntinlupa City,True,4.9
q7um,Max's Restaurant - RPL Pioneer,Chicken,4.6,674,Mandaluyong City,True,4.6
q7vn,Wing Zone - MOA,Chicken,4.9,551,Pasay City,True,4.9
q7wc,Greenwich - BGC Stop Over Pavillion,Pizza,5.0,8960,Taguig City,True,5.0
q7wn,Pancake House - South Supermarket,American,4.9,324,Muntinlupa City,True,4.9
q7ww,Sbarro - Ayala Center Cebu,Pizza,5.0,2104,Cebu City,True,5.0
q7xf,8CUTS - Greenhills Promenade,Burgers,5.0,1608,San Juan,True,5.0
q7yj,Greenwich - PCU Taft,Pizza,5.0,7769,Manila,True,5.0
q7yn,Chili's - Alabang,American,4.9,841,Muntinlupa City,True,4.9
q7yx,Gerry's Grill - Fishermall,Filipino,5.0,497,Quezon City,True,5.0
q7za,Bollywood Tandoor - Cebu,Indian,4.9,4357,Cebu City,True,4.9
q7zg,Crying Tiger - Guanzon,Asian,4.9,2517,Makati City,True,4.9
q7zx,Tai Koo HK Roast - The Podium,Chinese,4.9,1624,Mandaluyong City,True,4.9
q87w,Siomura - Kapalaran Holy Spirit,Siomai,4.7,85,Quezon City,True,4.7
q87z,Redbox Pizza - Puregold C Raymundo Pasig,Pizza,0.0,0,Pasig City,False,
q8an,Sushi Moshi - Wilcon City Center,Sushi,5.0,962,Quezon City,True,5.0
q8bk,Dunkin' Donuts - Soleum,Donut,4.9,1472,Pasay City,True,4.9
q8cw,Señor Pollo - BGC,Chicken,5.0,2173,Taguig City,True,5.0
q8di,RACKS - Festival Mall,American,5.0,608,Muntinlupa City,True,5.0
q8gf,Siomai House - South Park,Siomai,5.0,652,Muntinlupa City,True,5.0
q8gi,Lido Cocina Tsina - Makati,Chinese,5.0,1195,Makati City,True,5.0
q8gm,Figaro - Felcris Sales,Pasta,5.0,199,Davao City Davao Del Sur,True,5.0
q8gs,Shakey's Pizza - SM Seaside Cebu,Pizza,5.0,1066,Cebu City,True,5.0
q8gy,BonChon - One Central Mall,Chicken,5.0,7119,Cebu City,True,5.0
q8ia,KEBOMB - Cubao,Middle Eastern,4.9,357,Quezon City,True,4.9
q8ic,Gerry's Grill - SM Megamall,Filipino,5.0,1825,Mandaluyong City,True,5.0
q8ij,Tenya Express - Market Market,Japanese,5.0,913,Taguig City,True,5.0
q8ir,Greenwich - Basak Mactan - Pueblo,Pizza,5.0,4725,Cebu City,True,5.0
